"MailExchange";"Preference";"DistinguishedName";"HostName";"RecordClass";"RecordData";"RecordType";"Timestamp";"TimeToLive";"Type";"PSComputerName"
"exedge.gaw00.tk.";"10";"@";"@";"IN";"DnsServerResourceRecordMX";"MX";;"01:00:00";"15";
